customer_id,customer_name,customer_type,customer_segment,city,state,region,registration_date,preferred_payment
CUST11586,Jaya Jain,Retail,Premium,Bangalore,Karnataka,South,2023-09-30,Net Banking
CUST11587,Umesh Shetty,Retail,Premium,Gurugram,Haryana,North,2025-06-24,UPI
CUST11588,Kunal Hegde,Enterprise,Premium,Kolkata,West Bengal,East,2024-04-26,COD
CUST11589,Sonia Negi,Retail,Regular,Bhopal,Madhya Pradesh,West,2023-12-16,COD
CUST11590,Pooja Tayal,Retail,Regular,Chandigarh,Chandigarh,North,2024-12-18,Net Banking
CUST11591,Lata Patil,Retail,Regular,Thane,Maharashtra,West,2023-11-20,Credit Card
CUST11592,Juhi Patil,Wholesale,Premium,Ahmedabad,Gujarat,West,2024-10-25,Debit Card
CUST11593,Jaya Patel,Retail,Regular,Hyderabad,Telangana,South,2024-08-14,Credit Card
CUST11594,Vaani Kumar,Retail,Regular,Patiala,Punjab,North,2025-06-28,UPI
CUST11595,Harini Naik,Retail,New,Kolkata,West Bengal,East,2024-07-29,COD
CUST11596,Sneha Tandon,Retail,Premium,Nagpur,Maharashtra,West,2025-02-21,Net Banking
CUST11597,Arun Naik,Retail,Regular,Mumbai,Maharashtra,West,2024-12-24,UPI
CUST11598,Sahil Rawat,Retail,Regular,Pune,Maharashtra,West,2023-09-26,Debit Card
CUST11599,Suresh Gogoi,Retail,Regular,Noida,Uttar Pradesh,North,2024-01-28,Debit Card
CUST11600,Sakshi Bansal,Enterprise,Regular,Visakhapatnam,Andhra Pradesh,South,2023-08-23,COD
CUST11601,Ira Tyagi,Enterprise,Premium,Amritsar,Punjab,North,2023-12-14,UPI
CUST11602,Mira Ahuja,Wholesale,Premium,Agra,Uttar Pradesh,North,2024-11-22,COD
CUST11603,Jatin Dhawan,Wholesale,Regular,Surat,Gujarat,West,2024-12-03,Credit Card
CUST11604,Mayank Patil,Retail,Premium,Patna,Bihar,East,2024-10-25,Debit Card
CUST11605,Yash Gupta,Retail,New,Hyderabad,Telangana,South,2024-12-11,Credit Card
CUST11606,Geeta Luthra,Retail,Regular,Agra,Uttar Pradesh,North,2025-08-20,COD
CUST11607,Manish Bisht,Retail,New,Ahmedabad,Gujarat,West,2024-04-05,Net Banking
CUST11608,Nikhil Bose,Retail,Regular,Kolkata,West Bengal,East,2025-05-01,Net Banking
CUST11609,Nidhi Negi,Wholesale,VIP,Rajkot,Gujarat,West,2025-04-25,Wallet
CUST11610,Chhavi Khanna,Retail,Regular,Kolkata,West Bengal,East,2024-09-05,COD
CUST11611,Rakesh Rajput,Retail,Regular,Mumbai,Maharashtra,West,2024-08-10,Net Banking
CUST11612,Yash Mehra,Retail,Regular,Rajkot,Gujarat,West,2025-03-05,UPI
CUST11613,Chirag Chatterjee,Retail,New,Chandigarh,Chandigarh,North,2024-12-06,Credit Card
CUST11614,Ashish Sinha,Wholesale,Regular,Chennai,Tamil Nadu,South,2024-09-21,Debit Card
CUST11615,Simran Sinha,Retail,Regular,Hyderabad,Telangana,South,2025-03-21,UPI
CUST11616,Anil Sen,Enterprise,Regular,Tirupati,Andhra Pradesh,South,2024-09-13,Net Banking
CUST11617,Isha Tayal,Retail,Regular,Ranchi,Jharkhand,East,2024-10-22,UPI
CUST11618,Shruti Jog,Enterprise,New,Kolkata,West Bengal,East,2023-10-31,UPI
CUST11619,Tanya Rao,Retail,Regular,Chandigarh,Chandigarh,North,2025-01-06,UPI
CUST11620,Pradeep Agarwal,Retail,Regular,Lucknow,Uttar Pradesh,North,2024-10-30,UPI
CUST11621,Ayush Patil,Enterprise,Regular,Chennai,Tamil Nadu,South,2024-11-05,Debit Card
CUST11622,Rohit Deshmukh,Retail,Regular,Bangalore,Karnataka,South,2025-07-06,Debit Card
CUST11623,Navya Kulkarni,Retail,VIP,Pune,Maharashtra,West,2024-10-06,Credit Card
CUST11624,Mayank Bhatt,Retail,Premium,Patna,Bihar,East,2024-05-02,UPI
CUST11625,Mohit Phukan,Retail,Premium,Muzaffarpur,Bihar,East,2023-10-10,Debit Card
CUST11626,Vaani Roy,Retail,New,Ahmedabad,Gujarat,West,2024-03-23,UPI
CUST11627,Garima Saxena,Retail,Premium,Indore,Madhya Pradesh,West,2023-09-07,UPI
CUST11628,Sanjay Yadav,Retail,Regular,Salem,Tamil Nadu,South,2024-08-13,Credit Card
CUST11629,Juhi Deshmukh,Enterprise,VIP,Agra,Uttar Pradesh,North,2024-11-02,Credit Card
CUST11630,Jai Khurana,Wholesale,Regular,Salem,Tamil Nadu,South,2024-04-23,COD
CUST11631,Kajal Gogoi,Retail,Regular,Mumbai,Maharashtra,West,2024-12-27,COD
CUST11632,Harish Gupta,Wholesale,Regular,Vadodara,Gujarat,West,2025-07-15,Credit Card
CUST11633,Abhinav Chopra,Retail,Regular,Dehradun,Uttarakhand,North,2024-09-12,Credit Card
CUST11634,Aishwarya Tandon,Retail,Regular,Chennai,Tamil Nadu,South,2024-12-26,Net Banking
CUST11635,Saurabh Bedi,Wholesale,Premium,Chennai,Tamil Nadu,South,2024-02-02,Debit Card
CUST11636,Kavita Kapoor,Retail,Regular,Muzaffarpur,Bihar,East,2024-09-05,UPI
CUST11637,Yash Tyagi,Retail,New,Coimbatore,Tamil Nadu,South,2024-12-26,Credit Card
CUST11638,Mira Thakur,Wholesale,Regular,Goa,Goa,West,2023-09-03,Debit Card
CUST11639,Rakesh Saxena,Enterprise,Regular,Rajkot,Gujarat,West,2024-05-16,Debit Card
CUST11640,Anika Nair,Retail,New,Srinagar,Jammu & Kashmir,North,2024-01-10,UPI
CUST11641,Yuvraj Ahuja,Retail,Regular,Mumbai,Maharashtra,West,2024-08-01,Wallet
CUST11642,Hitesh Singh,Retail,New,Kolkata,West Bengal,East,2025-06-25,Credit Card
CUST11643,Harsh Rao,Retail,Premium,Visakhapatnam,Andhra Pradesh,South,2024-06-19,Wallet
CUST11644,Harini Kumar,Wholesale,VIP,Jamshedpur,Jharkhand,East,2025-01-22,COD
CUST11645,Anil Khanna,Wholesale,Regular,Varanasi,Uttar Pradesh,North,2025-04-13,UPI
CUST11646,Preeti Jain,Enterprise,Regular,Gurugram,Haryana,North,2025-03-25,COD
CUST11647,Aishwarya Bose,Wholesale,Premium,Kolkata,West Bengal,East,2025-05-29,UPI
CUST11648,Deepika Oberoi,Retail,New,Jabalpur,Madhya Pradesh,West,2025-02-04,UPI
CUST11649,Ekta Gogoi,Retail,New,Raipur,Chhattisgarh,East,2024-01-07,Credit Card
CUST11650,Eshan Naik,Retail,Regular,Surat,Gujarat,West,2023-11-29,UPI
CUST11651,Aditya Khurana,Retail,Premium,Siliguri,West Bengal,East,2023-09-04,UPI
CUST11652,Abhinav Wadhwa,Retail,Regular,Indore,Madhya Pradesh,West,2024-05-02,UPI
CUST11653,Isha Luthra,Retail,Premium,Jabalpur,Madhya Pradesh,West,2025-07-09,UPI
CUST11654,Gaurav Singh,Retail,Regular,Mumbai,Maharashtra,West,2023-09-21,COD
CUST11655,Aditi Agarwal,Wholesale,Regular,Hyderabad,Telangana,South,2024-06-15,Credit Card
CUST11656,Praveen Iyer,Retail,VIP,Guwahati,Assam,East,2024-01-30,Wallet
CUST11657,Roshni Das,Wholesale,Premium,Kochi,Kerala,South,2025-05-16,UPI
CUST11658,Praveen Gupta,Retail,New,Mumbai,Maharashtra,West,2025-01-06,Debit Card
CUST11659,Vritika Upadhyay,Wholesale,Regular,Coimbatore,Tamil Nadu,South,2023-12-08,Net Banking
CUST11660,Shalini Khanna,Retail,Premium,Mumbai,Maharashtra,West,2025-03-23,UPI
CUST11661,Myra Chatterjee,Wholesale,New,Trivandrum,Kerala,South,2024-07-08,UPI
CUST11662,Ramesh Chatterjee,Retail,Premium,Gurugram,Haryana,North,2024-09-21,Debit Card
CUST11663,Jatin Tayal,Retail,Regular,Kolkata,West Bengal,East,2025-05-17,Debit Card
CUST11664,Bhavna Dhawan,Retail,New,Coimbatore,Tamil Nadu,South,2024-08-23,UPI
CUST11665,Pradeep Negi,Retail,Regular,Pune,Maharashtra,West,2025-05-03,UPI
CUST11666,Aryan Bansal,Wholesale,Regular,Chandigarh,Chandigarh,North,2024-01-17,COD
CUST11667,Madhav Thakur,Wholesale,Regular,New Delhi,Delhi,North,2024-11-27,Wallet
CUST11668,Ishan Bose,Retail,Regular,Shimla,Himachal Pradesh,North,2023-10-18,Net Banking
CUST11669,Amit Sethi,Retail,Premium,Nashik,Maharashtra,West,2023-12-30,Debit Card
CUST11670,Kamal Kumar,Wholesale,Regular,Noida,Uttar Pradesh,North,2024-01-01,UPI
CUST11671,Praveen Wadhwa,Retail,VIP,Patna,Bihar,East,2023-09-30,UPI
CUST11672,Yuvraj Naik,Retail,Regular,Varanasi,Uttar Pradesh,North,2024-12-13,Credit Card
CUST11673,Shruti Kapoor,Retail,Premium,Agra,Uttar Pradesh,North,2024-02-26,COD
CUST11674,Tejas Agarwal,Retail,Regular,Lucknow,Uttar Pradesh,North,2025-06-27,COD
CUST11675,Vinay Negi,Retail,Regular,New Delhi,Delhi,North,2025-03-21,Net Banking
CUST11676,Rohit Sinha,Retail,Regular,Thane,Maharashtra,West,2023-12-04,UPI
CUST11677,Geeta Sethi,Retail,New,Kolkata,West Bengal,East,2025-01-22,UPI
CUST11678,Suresh Rao,Retail,Regular,Pune,Maharashtra,West,2023-11-01,COD
CUST11679,Himanshi Bose,Retail,Premium,Lucknow,Uttar Pradesh,North,2024-11-05,UPI
CUST11680,Rohit Khandelwal,Wholesale,New,Faridabad,Haryana,North,2023-12-17,UPI
CUST11681,Kartik Khurana,Retail,Regular,Visakhapatnam,Andhra Pradesh,South,2025-04-06,COD
CUST11682,Yogesh Hazarika,Retail,VIP,Durgapur,West Bengal,East,2025-02-11,COD
CUST11683,Radhika Ahuja,Wholesale,Regular,Palwal,Haryana,North,2024-05-30,Net Banking
CUST11684,Sakshi Puri,Retail,Regular,Vadodara,Gujarat,West,2023-09-25,UPI
CUST11685,Chhavi Tandon,Wholesale,Regular,Kochi,Kerala,South,2024-09-15,UPI
CUST11686,Rishabh Mukherjee,Enterprise,Regular,Bangalore,Karnataka,South,2023-11-14,COD
CUST11687,Ishan Yadav,Enterprise,New,Coimbatore,Tamil Nadu,South,2024-12-19,UPI
CUST11688,Aditya Puri,Retail,Regular,Gurugram,Haryana,North,2024-07-17,Debit Card
CUST11689,Radhika Wadhwa,Retail,Regular,Jamnagar,Gujarat,West,2024-06-27,COD
CUST11690,Ayush Thakur,Wholesale,Regular,Shimla,Himachal Pradesh,North,2023-09-06,UPI
CUST11691,Hemant Bansal,Retail,Regular,Nashik,Maharashtra,West,2024-05-13,UPI
CUST11692,Vritika Tandon,Retail,VIP,Gurugram,Haryana,North,2024-01-21,Credit Card
CUST11693,Lalit Bisht,Retail,Regular,Durgapur,West Bengal,East,2025-03-01,Debit Card
CUST11694,Aditya Dhawan,Wholesale,Regular,Lucknow,Uttar Pradesh,North,2023-11-02,Credit Card
CUST11695,Jayesh Barua,Retail,Regular,Kolkata,West Bengal,East,2024-04-18,UPI
CUST11696,Pallavi Mishra,Retail,Premium,Bhopal,Madhya Pradesh,West,2024-06-24,Credit Card
CUST11697,Utkarsh Patel,Retail,Regular,Shillong,Meghalaya,East,2024-04-09,Net Banking
CUST11698,Ravi Malhotra,Retail,Regular,Visakhapatnam,Andhra Pradesh,South,2025-02-17,Debit Card
CUST11699,Sanjay Thakur,Retail,Regular,Vadodara,Gujarat,West,2024-09-14,UPI
CUST11700,Naina Naik,Retail,Regular,Chennai,Tamil Nadu,South,2025-05-29,Debit Card
CUST11701,Garima Bhatia,Retail,Regular,Lucknow,Uttar Pradesh,North,2024-05-17,COD
CUST11702,Shubham Mehra,Retail,Regular,Coimbatore,Tamil Nadu,South,2024-05-02,UPI
CUST11703,Ishita Chawla,Wholesale,Regular,Jaipur,Rajasthan,North,2024-10-13,UPI
CUST11704,Amit Hegde,Retail,Premium,Dibrugarh,Assam,East,2023-11-17,Debit Card
CUST11705,Deepak Sinha,Enterprise,Regular,Noida,Uttar Pradesh,North,2024-11-29,Credit Card
CUST11706,Vivek Phukan,Retail,Premium,Pune,Maharashtra,West,2025-03-25,Debit Card
CUST11707,Shubham Kapoor,Retail,New,Ahmedabad,Gujarat,West,2025-04-07,UPI
CUST11708,Roshni Chauhan,Wholesale,New,Mumbai,Maharashtra,West,2024-07-09,UPI
CUST11709,Aryan Kapadia,Wholesale,VIP,Surat,Gujarat,West,2024-01-15,UPI
CUST11710,Ayush Hazarika,Retail,New,Noida,Uttar Pradesh,North,2024-10-14,COD
CUST11711,Tanya Tyagi,Retail,Regular,Mumbai,Maharashtra,West,2025-07-07,Credit Card
CUST11712,Sumit Ahuja,Retail,Premium,Faridabad,Haryana,North,2023-10-25,COD
CUST11713,Rohit Luthra,Retail,Premium,Siliguri,West Bengal,East,2024-05-16,COD
CUST11714,Ashish Upadhyay,Retail,Premium,Aurangabad,Maharashtra,West,2023-11-25,UPI
CUST11715,Tanmay Joshi,Retail,VIP,Shillong,Meghalaya,East,2025-01-31,Credit Card
CUST11716,Rakesh Malhotra,Wholesale,Regular,New Delhi,Delhi,North,2025-03-19,Credit Card
CUST11717,Diya Kapoor,Retail,Regular,Faridabad,Haryana,North,2024-07-06,Debit Card
CUST11718,Vikram Rao,Retail,New,Amritsar,Punjab,North,2023-11-17,UPI
CUST11719,Dinesh Bansal,Retail,Regular,New Delhi,Delhi,North,2024-07-09,COD
CUST11720,Diya Malhotra,Retail,Regular,Shimla,Himachal Pradesh,North,2024-11-19,COD
CUST11721,Garima Sharma,Wholesale,Regular,Surat,Gujarat,West,2024-07-04,UPI
CUST11722,Eshan Ghosh,Wholesale,Regular,Kanpur,Uttar Pradesh,North,2023-09-30,UPI
CUST11723,Chitra Kulkarni,Enterprise,Regular,Vijayawada,Andhra Pradesh,South,2024-10-19,COD
CUST11724,Rahul Chawla,Wholesale,New,Kolkata,West Bengal,East,2024-05-29,UPI
CUST11725,Nikhil Hegde,Retail,New,Nagpur,Maharashtra,West,2024-11-28,Credit Card
CUST11726,Pradeep Ahuja,Wholesale,Premium,Hyderabad,Telangana,South,2025-06-28,Net Banking
CUST11727,Chitra Dutta,Retail,Premium,Chennai,Tamil Nadu,South,2025-02-11,UPI
CUST11728,Sumit Joshi,Retail,Regular,Coimbatore,Tamil Nadu,South,2023-09-13,Net Banking
CUST11729,Tanmay Kapoor,Retail,Regular,Lucknow,Uttar Pradesh,North,2024-05-16,UPI
CUST11730,Raghav Hegde,Retail,Regular,Ahmedabad,Gujarat,West,2024-05-26,UPI
CUST11731,Farhan Mahanta,Retail,Regular,Chennai,Tamil Nadu,South,2023-12-28,UPI
CUST11732,Jatin Dutta,Wholesale,New,Gwalior,Madhya Pradesh,West,2024-07-22,UPI
CUST11733,Vanya Mahanta,Retail,Regular,Goa,Goa,West,2025-04-27,Debit Card
CUST11734,Paras Reddy,Wholesale,New,Pune,Maharashtra,West,2024-11-29,COD
CUST11735,Paras Singh,Enterprise,Regular,Chennai,Tamil Nadu,South,2024-04-05,Net Banking
CUST11736,Sumit Ghosh,Enterprise,Regular,Varanasi,Uttar Pradesh,North,2024-05-19,Credit Card
CUST11737,Naresh Raina,Enterprise,Regular,Thane,Maharashtra,West,2025-05-25,Wallet
CUST11738,Aditi Puri,Wholesale,Regular,Visakhapatnam,Andhra Pradesh,South,2025-02-09,UPI
CUST11739,Shruti Sharma,Retail,Regular,Meerut,Uttar Pradesh,North,2025-05-01,COD
CUST11740,Ajay Pandey,Retail,Regular,Amritsar,Punjab,North,2025-05-06,UPI
CUST11741,Saurabh Nagpal,Wholesale,Premium,Jaipur,Rajasthan,North,2024-09-27,UPI
CUST11742,Roshni Wadhwa,Wholesale,VIP,Thane,Maharashtra,West,2023-11-21,Credit Card
CUST11743,Dev Bose,Enterprise,Regular,Kanpur,Uttar Pradesh,North,2024-06-24,UPI
CUST11744,Ravi Sharma,Wholesale,VIP,Salem,Tamil Nadu,South,2024-09-19,UPI
CUST11745,Rajesh Luthra,Retail,Regular,Coimbatore,Tamil Nadu,South,2024-02-09,Net Banking
CUST11746,Meera Ghosh,Enterprise,Regular,Pune,Maharashtra,West,2024-08-15,Credit Card
CUST11747,Dinesh Joshi,Enterprise,Premium,Kolkata,West Bengal,East,2025-08-10,Debit Card
CUST11748,Pihu Tandon,Retail,Regular,Kolkata,West Bengal,East,2023-10-07,UPI
CUST11749,Parth Hazarika,Retail,Regular,Coimbatore,Tamil Nadu,South,2024-10-01,UPI
CUST11750,Harish Mehta,Wholesale,Regular,New Delhi,Delhi,North,2025-07-23,COD
CUST11751,Anil Agarwal,Retail,Premium,Kochi,Kerala,South,2023-09-18,Debit Card
CUST11752,Kriti Mehra,Wholesale,Premium,Pune,Maharashtra,West,2024-10-10,UPI
CUST11753,Myra Pillai,Retail,New,Mumbai,Maharashtra,West,2024-06-19,Debit Card
CUST11754,Pooja Chopra,Retail,Regular,Ahmedabad,Gujarat,West,2024-02-07,UPI
CUST11755,Hitesh Luthra,Retail,New,Jaipur,Rajasthan,North,2024-09-30,UPI
CUST11756,Anil Hegde,Retail,Premium,Ahmedabad,Gujarat,West,2024-06-12,COD
CUST11757,Arjun Nair,Retail,Premium,Lucknow,Uttar Pradesh,North,2024-06-04,Wallet
CUST11758,Shalini Ahuja,Retail,Premium,Rajkot,Gujarat,West,2025-02-05,Debit Card
CUST11759,Sneha Barua,Enterprise,Premium,Chennai,Tamil Nadu,South,2025-04-26,Debit Card
CUST11760,Arnav Tandon,Retail,Regular,Nashik,Maharashtra,West,2024-09-12,Credit Card
CUST11761,Diya Sood,Retail,New,Gurugram,Haryana,North,2025-02-03,COD
CUST11762,Harini Tiwari,Wholesale,Premium,Hyderabad,Telangana,South,2025-01-23,Debit Card
CUST11763,Lalit Negi,Retail,New,Nashik,Maharashtra,West,2023-11-01,COD
CUST11764,Shweta Verma,Wholesale,Regular,Kanpur,Uttar Pradesh,North,2025-06-17,UPI
CUST11765,Kamal Bose,Retail,Regular,Bhavnagar,Gujarat,West,2023-12-09,UPI
CUST11766,Deepak Reddy,Wholesale,Regular,Ahmedabad,Gujarat,West,2024-11-30,Wallet
CUST11767,Shweta Sharma,Retail,New,Pune,Maharashtra,West,2023-11-03,Credit Card
CUST11768,Nidhi Hazarika,Enterprise,Premium,Chennai,Tamil Nadu,South,2024-04-05,Debit Card
CUST11769,Sara Gogoi,Retail,New,Visakhapatnam,Andhra Pradesh,South,2024-07-07,UPI
CUST11770,Yamini Das,Retail,Regular,Pune,Maharashtra,West,2025-04-22,UPI
CUST11771,Tanmay Goel,Enterprise,Regular,Trivandrum,Kerala,South,2023-09-28,COD
CUST11772,Nidhi Rawat,Wholesale,Premium,Nagpur,Maharashtra,West,2023-12-05,UPI
CUST11773,Harshit Mishra,Wholesale,Regular,Kochi,Kerala,South,2024-11-16,Debit Card
CUST11774,Saurabh Chawla,Retail,Premium,Ludhiana,Punjab,North,2025-08-11,COD
CUST11775,Divya Reddy,Retail,Regular,Varanasi,Uttar Pradesh,North,2023-09-28,Net Banking
CUST11776,Umesh Puri,Retail,Regular,New Delhi,Delhi,North,2023-09-15,Net Banking
CUST11777,Ishaan Mehta,Retail,Regular,Bangalore,Karnataka,South,2024-05-22,UPI
CUST11778,Punit Ahuja,Retail,Regular,Rajkot,Gujarat,West,2023-11-18,Debit Card
CUST11779,Shivam Pillai,Enterprise,New,Bhavnagar,Gujarat,West,2025-04-19,UPI
CUST11780,Divya Ghosh,Retail,Regular,Ludhiana,Punjab,North,2024-06-03,UPI
CUST11781,Ajay Nagpal,Retail,New,Muzaffarpur,Bihar,East,2024-04-16,Net Banking
CUST11782,Anika Negi,Retail,Regular,Mangalore,Karnataka,South,2024-06-27,COD
CUST11783,Vanya Khanna,Wholesale,Regular,Patna,Bihar,East,2024-10-11,UPI
CUST11784,Nitin Jog,Retail,Regular,Nashik,Maharashtra,West,2024-02-03,Wallet
CUST11785,Ajay Khanna,Retail,Regular,Nashik,Maharashtra,West,2023-12-11,UPI
CUST11786,Tanvi Singh,Wholesale,Regular,Gurugram,Haryana,North,2024-03-25,Credit Card
CUST11787,Dinesh Kulkarni,Retail,New,Dehradun,Uttarakhand,North,2024-04-27,UPI
CUST11788,Rahul Nair,Retail,New,New Delhi,Delhi,North,2024-07-05,UPI
CUST11789,Saanvi Sood,Retail,Regular,Nashik,Maharashtra,West,2025-04-10,Wallet
CUST11790,Kartik Hegde,Retail,Regular,Chennai,Tamil Nadu,South,2025-05-24,Credit Card
CUST11791,Neha Deshmukh,Retail,Regular,Kolhapur,Maharashtra,West,2024-03-28,UPI
CUST11792,Reyansh Malhotra,Retail,Premium,Chennai,Tamil Nadu,South,2025-05-11,UPI
CUST11793,Tanvi Dutta,Retail,New,Bhopal,Madhya Pradesh,West,2024-04-19,UPI
CUST11794,Rakesh Dutta,Retail,Premium,Chandigarh,Chandigarh,North,2024-03-30,Wallet
CUST11795,Vidya Bhatt,Retail,Premium,Lucknow,Uttar Pradesh,North,2024-11-01,Credit Card
CUST11796,Vritika Thakur,Retail,Premium,Chennai,Tamil Nadu,South,2024-05-27,Debit Card
CUST11797,Disha Borah,Retail,Regular,Hyderabad,Telangana,South,2024-01-24,Net Banking
CUST11798,Tanmay Tandon,Retail,Premium,Chennai,Tamil Nadu,South,2024-08-13,Credit Card
CUST11799,Isha Naik,Retail,VIP,Thane,Maharashtra,West,2024-07-24,UPI
CUST11800,Vanya Pandey,Enterprise,Regular,Noida,Uttar Pradesh,North,2025-05-19,UPI
CUST11801,Jatin Gogoi,Retail,Premium,Chennai,Tamil Nadu,South,2025-06-26,UPI
CUST11802,Vihaan Tyagi,Wholesale,Premium,Indore,Madhya Pradesh,West,2024-11-28,Debit Card
CUST11803,Vanya Mehta,Wholesale,Regular,Gurugram,Haryana,North,2024-05-15,COD
CUST11804,Ashish Oberoi,Retail,Regular,Jamshedpur,Jharkhand,East,2024-05-28,UPI
CUST11805,Zoya Goel,Wholesale,Regular,Aizawl,Mizoram,East,2023-12-27,Debit Card
CUST11806,Simran Mehra,Retail,Regular,Noida,Uttar Pradesh,North,2024-09-24,COD
CUST11807,Shalini Kumar,Retail,Regular,Bangalore,Karnataka,South,2024-11-04,Wallet
CUST11808,Amit Kulkarni,Enterprise,Regular,Chennai,Tamil Nadu,South,2024-08-28,COD
CUST11809,Tanya Chopra,Retail,Regular,Thane,Maharashtra,West,2024-12-23,Debit Card
CUST11810,Ajay Iyer,Retail,Regular,Pune,Maharashtra,West,2024-12-07,COD
CUST11811,Navya Chauhan,Retail,Regular,Ahmedabad,Gujarat,West,2023-12-21,COD
CUST11812,Shubham Hegde,Wholesale,Premium,Goa,Goa,West,2024-01-08,UPI
CUST11813,Madhav Singh,Retail,Regular,Noida,Uttar Pradesh,North,2024-09-27,Net Banking
CUST11814,Garima Tandon,Enterprise,Regular,Indore,Madhya Pradesh,West,2025-05-10,Net Banking
CUST11815,Lakshay Jog,Retail,New,Nashik,Maharashtra,West,2024-05-17,Net Banking
CUST11816,Aditya Bhatt,Retail,Premium,Pune,Maharashtra,West,2024-10-05,COD
CUST11817,Mayank Bedi,Retail,Regular,Kolkata,West Bengal,East,2025-02-19,UPI
CUST11818,Vritika Kapadia,Retail,VIP,Nagpur,Maharashtra,West,2024-11-22,UPI
CUST11819,Suresh Kapoor,Wholesale,Regular,Ludhiana,Punjab,North,2024-06-20,Credit Card
CUST11820,Vanya Menon,Retail,New,Kochi,Kerala,South,2024-08-25,UPI
CUST11821,Sakshi Sharma,Retail,New,Visakhapatnam,Andhra Pradesh,South,2024-04-14,UPI
CUST11822,Kiara Oberoi,Retail,New,Gurugram,Haryana,North,2024-05-04,UPI
CUST11823,Vanya Chauhan,Retail,Regular,Durgapur,West Bengal,East,2024-12-20,Net Banking
CUST11824,Pradeep Khandelwal,Retail,New,Noida,Uttar Pradesh,North,2024-09-29,Net Banking
CUST11825,Priya Sood,Wholesale,New,Nagpur,Maharashtra,West,2024-01-23,UPI
CUST11826,Tejas Menon,Wholesale,Regular,Vijayawada,Andhra Pradesh,South,2023-12-29,COD
CUST11827,Mahi Nair,Retail,Premium,New Delhi,Delhi,North,2024-07-24,UPI
CUST11828,Deepak Raina,Retail,Premium,Ranchi,Jharkhand,East,2024-02-15,UPI
CUST11829,Vihaan Reddy,Wholesale,New,Gwalior,Madhya Pradesh,West,2023-08-29,Credit Card
CUST11830,Nikhil Agarwal,Retail,Premium,Salem,Tamil Nadu,South,2023-12-13,Debit Card
CUST11831,Anika Nair,Retail,New,Kanpur,Uttar Pradesh,North,2023-11-15,Net Banking
CUST11832,Ishan Banerjee,Retail,New,Noida,Uttar Pradesh,North,2023-11-05,Debit Card
CUST11833,Kavita Mishra,Retail,New,Chennai,Tamil Nadu,South,2025-04-12,COD
CUST11834,Deepika Dhawan,Retail,New,Patiala,Punjab,North,2025-03-19,UPI
CUST11835,Naresh Rajput,Retail,Regular,Vijayawada,Andhra Pradesh,South,2025-05-21,COD
CUST11836,Vaani Tayal,Enterprise,New,Imphal,Manipur,East,2023-11-13,Net Banking
CUST11837,Varun Mehta,Retail,Regular,Mumbai,Maharashtra,West,2024-04-14,COD
CUST11838,Rahul Reddy,Retail,Regular,Kolkata,West Bengal,East,2025-07-10,UPI
CUST11839,Sonia Tayal,Retail,Regular,Ahmedabad,Gujarat,West,2024-01-12,UPI
CUST11840,Sara Dhawan,Retail,Premium,Visakhapatnam,Andhra Pradesh,South,2025-02-15,Wallet
CUST11841,Ayush Naik,Wholesale,Regular,Gwalior,Madhya Pradesh,West,2025-03-30,Credit Card
CUST11842,Tara Reddy,Wholesale,Premium,Trivandrum,Kerala,South,2025-07-18,UPI
CUST11843,Suhana Tandon,Retail,Regular,Kolkata,West Bengal,East,2024-10-09,COD
CUST11844,Tanvi Chauhan,Retail,VIP,Bangalore,Karnataka,South,2024-03-10,Debit Card
CUST11845,Mira Khurana,Retail,VIP,Noida,Uttar Pradesh,North,2023-11-05,Debit Card
CUST11846,Gaurav Sinha,Wholesale,Premium,Kolkata,West Bengal,East,2025-07-03,UPI
CUST11847,Om Rawat,Wholesale,Premium,Pune,Maharashtra,West,2023-12-27,Net Banking
CUST11848,Aishwarya Barua,Retail,Premium,Kolkata,West Bengal,East,2025-05-26,Net Banking
CUST11849,Jayesh Chatterjee,Enterprise,Regular,Siliguri,West Bengal,East,2024-08-27,UPI
CUST11850,Gopal Mukherjee,Retail,Premium,Gurugram,Haryana,North,2023-11-01,Net Banking
CUST11851,Navya Yadav,Retail,Regular,Mangalore,Karnataka,South,2023-12-29,UPI
CUST11852,Ravi Rawat,Retail,Premium,Chennai,Tamil Nadu,South,2025-03-04,UPI
CUST11853,Tushar Yadav,Retail,Premium,Ahmedabad,Gujarat,West,2023-09-12,Debit Card
CUST11854,Himanshi Khurana,Retail,Premium,Bhavnagar,Gujarat,West,2023-11-13,COD
CUST11855,Isha Shetty,Retail,VIP,Faridabad,Haryana,North,2024-06-11,Credit Card
CUST11856,Shubham Gogoi,Retail,Regular,Mumbai,Maharashtra,West,2024-09-18,UPI
CUST11857,Naveen Luthra,Wholesale,Premium,Nashik,Maharashtra,West,2023-09-20,Net Banking
CUST11858,Jatin Dhawan,Wholesale,Regular,Chandigarh,Chandigarh,North,2024-10-18,Debit Card
CUST11859,Om Malhotra,Wholesale,New,Bhopal,Madhya Pradesh,West,2025-07-28,Wallet
CUST11860,Vaani Sen,Retail,New,Pune,Maharashtra,West,2025-05-05,UPI
CUST11861,Harish Banerjee,Retail,New,Cuttack,Odisha,East,2025-01-21,COD
CUST11862,Lakshay Iyer,Retail,Premium,Chennai,Tamil Nadu,South,2025-05-23,UPI
CUST11863,Parul Bedi,Retail,Regular,Noida,Uttar Pradesh,North,2023-10-28,COD
